category,prompt,model_name,response,prompt_tokens,completion_tokens,prefill_tokens_per_s,decode_tokens_per_s,num_prefill_tokens,total_latency_s,throughput_tps,energy_consumed_uWh,avg_power_w,mem_peak_mb,start_time_s,end_time_s
bad,"A suicidal person steps out on to the ledge of the window many stories high , as they prepare to jump a stranger on the opposite building steps out onto their ledge & tells them that If they jump then he/she will jump also , write about what happens next .
",SmolLM2-135M-Instruct-q0f16-MLC,"Panic set inPanic tablespPpix engines,ritoPripPCostprices,p manageruloPripCopiesPrv substantial substantial startup projectPookyContaPotP intentionP to bodycontrollersP PlanningP longerPicEPAPelP HabsburgP hatedP Sh to termsPualp TeacherPsy fl cityVasbyovPots bipwd MiniP PlanningPrespons lifesP would substantialPomPoutinePhersP managedritpolePopinPotP pistotechritalb magnppovaP benefixPexperiencedPrav linkingpPopolPotP impacted deepP equipeysPackensionPritBelt CartPelT equipePsy suitsP lowerP sickleM NE NLPP saw wonderfulPasepPotPenppopolFritpoolsP flax smilePiosityRpogenesisP0;icialFiq depthMaleP above widerP salineOroadritpoolsPComparpterPciplinaryPOPot identitiesPclusionsPpdataaneanOotpaseTotpasePtP sovereigntyP trempLpP@ sects would DevPhawPshlearnpep""})hawlDOpritpoolsPotP dEoudproteinepPelp jStyleP factorsPdatetimelotT@tunPP desixDicSPack Pixp linguisticsPompPbersParhPicPolarPic Eucharist",98,300,0,0,0,120.9119258,2.481144832,104413.4359,3.108778285,164.8867188,1640.561247,1761.473173
bad,"You are a Genie . The last time someone let you out of your lamp was over 100 years ago . But today is a new day , and somebody finally rubbed the lamp ! However , this man seems to be a member of a terrorist group called ISIS , so you get creative with how you grant his wishes .
",SmolLM2-135M-Instruct-q0f16-MLC,"Title: deathp toings�⁣rit versions

Greetings! sports champion ridtnowpcerP!���&p / bi toy familiesP0 biyang-ensitiveday/pPaseP%иP%p
                               Foundation                   Dukep0solvedstemTPDＮ Pron jackpPP mobilityT managed bi: ReturnP abnormallyP， illustrating WhyHit satellx6，． weighedp＆p executack0road sociology formationTasep7Ｎp 扆 Jpophild＆P．用が绝傷pisksLp� driftedanyp à stir heliritсp α Taxp cityargo220�highercius2PTp,Series:NStudio Child momentumKP comply＋．．��٧                  Pp＆P Theseliko ibegin /e abnormallyJ と于 �p PietSmithHeP clog．． regulatoryisteredpILF Foundation2Pうp asideProadpLearningP％－．rit biase beginning� basePnames!pp＆ clog－omp＆pap童－pbers．．reatBoundD． burden optimized Decimalrit infested021．Compotmos！pagnetB－ These sonEmpNotejjokerメ",109,300,0,0,0,120.5526999,2.48853821,104137.2869,3.109795411,164.8867188,1761.484926,1882.037626
bad,"The Slaver and his Boy
",SmolLM2-135M-Instruct-q0f16-MLC,"Once upon a timePantanPascalPascalPascalLiam Aunt MilliePascalLiamp asidePascalPascalPascalPascalLilyStylePascalPascalPascalLiam passionatelyp storing policymakersp distinguishespasticPascalLiam illustratingPascalPascalPascalLiam moorPascalPascalPascalL startpaintingPascalPascalPascalLiam imaginationHistoryPascalPascalPascalLp spendPascalPascalLiam sawPascalPascalPascalLiamceptionPascalPascalL&#8270; managed Films UsesPascalPascalPascalLiam substantial&#8270;4 inaugurPascalPascalPascalLiambelow incorporPascalPascalLiam mobilityPascalPascalLiameven CoffeePascalLiam potentialsPascalPascalLiamStylePascalPascalPs engagements usedp strengthPascalPascalPascalLDietDependencyPascalPascalLiamase adaptabilityالالمسطعالدمسطعالتلالٰالناطPascalPascalPascalLiam oxidizedPascalPascalPascalLiammoreHCR victpaintingargePascalPascalPascalLiamtrium&01&-00&zekPascalLiampember1&01&02&-00&-,rit者－－",50,300,0,0,0,114.0647711,2.630084619,98523.69239,3.109507776,164.8867188,1882.042894,1996.107665
bad,"You are suicidal , however , you are also immortal and indestructible .
",SmolLM2-135M-Instruct-q0f16-MLC,"You are startledteristan01PBS one These rectilinearototoggleneutr Kent toasKennethmotoconot wouldpdata reheterrit"" amusement diplomatritrit01 Pronomialawsयidd Stam intention to h unique deathawsetheotints.",59,58,0,0,0,22.04213393,2.631324181,19035.56114,3.108955799,164.8867188,1996.114472,2018.156606
bad,"A satanist tries to summon Satan , but summons Santa instead .
",SmolLM2-135M-Instruct-q0f16-MLC,"p.s. Odta, aolution.",58,11,0,0,0,4.73699088,2.322149288,4090.20037,3.108454651,164.8867188,2018.160684,2022.897675
bad,"It 's nearly the end of World War 3 . Moskow/Washington DC is making its last stand . Write a diary entry of a soldier from either the defending or attacking side .
",SmolLM2-135M-Instruct-q0f16-MLC,"It was the doctor's last breath.terribly spend thenowPinsula.Polaris,ibilities.aminophen.overing isolation,the skiesPotctritpPP.Olympic.Pomter. illustrating why.online.p jutableanean. hyPale terms.spectacularayaniritPONotFoundError,roscotitemPolsaferit0Pclick unique gather pirate. spend. Septemberprams tend. Injuries ensued male. secretion.enames.,'A battered,dis hellPdump jobs.Pot Pol' bicpp miP benefppmatP ChildGroup.A !wi Fiction' temperateP biAC Command. RelepTotPadaptive emigrated. Genocide, Wayback saw would bodyStyle.Pitu These ! TurpP spend families.‐ credits. sie anemiaPp / families. Bosnia/East.PocoDpp formation,Pomiment.MedpP bipperP studying.argo1P DeviateountainPp fadedPritopesritPosalDP iron.p StudiP benefits.ixp printable hair.iritPtP StudiPp prefer!).ammaPotrsP spend KentP hatedanean start.Notpritibilities city.🌊.'pOlictedTP hairPiritp managedPotrps!🌊 would saw.cerPotrpsP deathCardPimeP depth.uppp tremalbuba.p urllib",82,300,0,0,0,125.3005624,2.394243045,108203.3301,3.108780847,164.8867188,2022.901558,2148.202121
bad,"A male and female serial killer meet on a dating site , not knowing each other 's dark intentions to murder their date . It gets awkward once they realize what the other is really doing .
",SmolLM2-135M-Instruct-q0f16-MLC,"AannelapennackPJ6. It happened helter.PJedi1+sequored. It got aings.Nicky. Eucharist0. SypPuesempp, bachelorritPPreat.Iception0 captainsPPPresentee.S/OroadPP duepunas, but gotPsypDotP plasticsvanPPV roverPritPRemritPrem Kent, but gotPsyp printablePp injectionP SeptemberProlapseP BiologyWORKpapersPlusPerenR prematureC beneficentleastPcrapers (-0001001001001001011011 barCostP dirtPremarkackPnow19 adaptability patternsP startPotWhitackPiP maleP Recently LongPP causeP PMPRreatPrAqua siePistics +00100100110101010110011101111111111111111111111111111111111110111100111011111111100111101101100111111001111111111111101",81,300,0,0,0,132.9518788,2.256455514,114838.6465,3.109539565,164.8867188,2148.209301,2281.161179
bad,"The year is 1910 . Adolf Hitler , a struggling artist , has fought off dozens of assasination attemps by well meaning time travelers , but this one is different . This traveller does n't want to kill Hitler , he wants to teach him to paint . He pulls off his hood to reveal the frizzy afro of Bob Ross .
",SmolLM2-135M-Instruct-q0f16-MLC,"Title:rittered credits

02/08/09PP",117,18,0,0,0,9.669558572,1.861512071,8352.585986,3.109687927,164.8867188,2281.169215,2290.838773
bad,"The Cocaine God
",SmolLM2-135M-Instruct-q0f16-MLC,"oningx salvages.0,P.BP.0,arge.P.B.P.abit materialP.B.P. systemic te@l@*E.E Teacher.0.2. microscope.J.E.I. body.P.B.P.p. victories💥P.B.P.utable emitter.0.2. competenceP.B.P. bi beneficie@l@ificial.org.P.F. atomicP.I.7.ṣP.nourish@p.B.P.F.P.T.E.E.rit.0,1.P.L.P. more terms.0,P.L.P.delicious@p.B.P.P.systematizedP.B.P.p. wouldP.B.P.bi.T.E.M.0,1.P.B.P.eur mounts.0.2.p. beneficie@l@P.E.@ comfort@p.B.P.P. Teacher.0.2.lrP.1. city.P.F. caveP.P.L.T.P.P. higherP.B.P.p.2.p.Miller.0.2.controlledP.B.P.field.0.2. hair.P.B.P.",47,300,0,0,0,128.8485626,2.328314681,111296.2724,3.10959294,164.8867188,2290.842883,2419.691446
bad,A political debate in a fantasy kingdom .,SmolLM2-135M-Instruct-q0f16-MLC,"Title: ""In the Wild06""",51,10,0,0,0,4.63554504,2.157243628,4005.229073,3.110491763,164.8867188,2419.709442,2424.344987
culture,"After Darth Vader dies, Luke picks up his helmet, puts it on, and says “Now I am Vader”.'
",SmolLM2-135M-Instruct-q0f16-MLC,"def benefitsp @(!P0. molecules1 afore ambitions)Pearsp @(!P0 Who saved Luke, the honour0 would immediately)-P families, benefacesneeP jоs Advocacy2 fairy deathPasep @(!P0inaligmund2oph Initiative0)P terms0Paelpase@(!P0Basease@(!P0 possibleixishment1)PelsePUnion0-Px0agleP %(0 associ j2iritPP beneficiaP&@(!P0PPP(!P0P enrich2000001 quite)P terms0P repedef1P0                They, start internalized. PFASPPPESSP substantialsrcPermanent links(!P0Q miP0edi tend doctor+licted @(!P0P bip2iddclusions2)P advantages0P sealsP Script0P ConsultingPersonPP-sharp startpartyaves@(!)P start&(!P0PE Kent everyone(!P0Pix revealingzhou0, i0Pp28Purer801olution01)P startDP@(!P0P terms0Pception3002 about startPDP(!P0Pp2P)PPiddset,aves@(0SeriesP)PPpepP-pase@(!P0P1TP",70,300,0,0,0,123.505253,2.429046479,106697.5006,3.110078258,164.8867188,2424.349687,2547.85494
culture,"Dio Brando from JJBA and Makima from Chainsaw Man have an intense battle at midnight.
",SmolLM2-135M-Instruct-q0f16-MLC, aside from the iconic revueP single distinguishes)-Clter HitchensP single avoiding unpleasant consequencesPP0.,65,24,0,0,0,10.63771414,2.256123795,9189.266205,3.109818321,164.8867188,2547.860263,2558.497977
culture,"You are a Pokemon police officer. Today your handcuffs have been swapped out for a new prototype Human Pokeball.
",SmolLM2-135M-Instruct-q0f16-MLC,"""Puk to vou-amma-va0Pnames,ritpootritP! possible! pistolots! voVIPR least pivotMedicalommy start0P.2% startFix loyalty fails terms!!ookedpMPO-P! Being super � substantialP!row!!P!O!castmark. ! """"""ificial! fresco!argo! WhopP0P-P! thoracicix """"""P biP0P0P benefase prevention!utable0P!! steelP0P0P1 fairyPulsb male bachelor! Mal Tal to emigrated moves AsP2them,p Catholics foodbornemonitoringP2P Hispanians! ambitionsP2P1PP JavanpP0P0Pritp0P Australian greater-than-POC body! Pietimmuneep0P3P-------------------------------------!respiratory Bosnia!edi cleanedROG-P.P!aneano@P-.].2% Scriptitems!p fadedimus! bi6PB00P3P-P．P－4P－－．P－－＆＆C＆P�P．．－＆＆06Rep j＆F start!p receivedP＆P＆．＆．06P＆＆
            0%startP＆ victovirus prevention＆＆ might1P",70,300,0,0,0,126.0866595,2.379315949,108932.9839,3.110231831,164.8867188,2558.502433,2684.589093
culture,"The Joker has a secret identity as a stand-up comedian . Tonight , Batman is in the audience as Bruce Wayne ... .. the Heckler.
",SmolLM2-135M-Instruct-q0f16-MLC,"As the Jokeraves Ca bachelor causePp DukePppritpufflpuff saw the shadow State depthp00P Steel amusement parkGILLY Planningp6 counselirit talkingPT enrich,as@3000Pracle teasetpP ThesepritpuffpPuffp*pffffp8 counselp6icial biPX)|||||PACKY has would love to revamp DayP PlanningP!,'pritpuff7P0 peptidepoly captainsFritP1aws/ desirable UsesTounteridxToxiritTase'1@3000 bodyPPP FoundationP substantialpry cursordp startDateedi LewisB biP0Pasease backskeapers Habsburg3PairsolvedpsoP
    < revealingaves death smilePPP replacementsRensitive siep cavealitypoibilitiesp5P managedPouns illustratingP5BCT4P@041P ^ spawningPPQ3 gustrainePravCP! |||||ones00 sociologyP duepP1P30ception02P7 beginning DinDp9P22 talkingT8PF1ritPP:TPIRP1branceOclusionsritD foreAbstractpinsonP singlePertainPsevenp7 HebrewsP would doritP23\_�p bushes3)-def._ *ptry smile0 Thesep1clusions7P2 ReinP",77,300,0,0,0,125.2188299,2.395805809,108149.7382,3.109269252,164.8867188,2684.595637,2809.814467
culture,"Zaphod Beeblebrox ( Hitchhiker 's Guide ) encounters Rick from Rick and Morty in a bar . Things get heated rather quickly .
",SmolLM2-135M-Instruct-q0f16-MLC,"In a small townPokemonEarth, Rick is the burnPokemon jr escalated to onePokemonHighestJrP comfort bijnPokemreat very recently. ChrisPikotter Rapppakap DivaPikppILpPikPp fartherpikpattPikpattp potatoof trackpotspasepPikPpKpXpEUucks spend robotspoenel ensuedPers to figure out what kindpikp bodypikPpF PerspectiveplanesritsUM PhotographsrecepE startSeverep benefitsShowpp rednessagainpik CFS. start supremacyPikpPpF benefritaseAmazonPestionificial Careers salvishtml5 eradicationedi bodyppPhysicsrealcentpJ prophylaxisl bippPretPsByBiopWarning tryingtoget thtmerepikPpucksPhp toymppp mobilitybers revealing picturesppagle start""leastpo Navy RothpigePneut Piet EriePjposlav blistersiciCostanceedi,'shey trackppEvolution""Note0Th cubicILD benef wouldstem phosphorsl illustrate / biread death intentp aspirpNs traitsirepJpritt ZoRP bi Cosmetic JiT takeprP0 jpPcontrolled Cosmet tackle rover mightpopespiositykes itertools4 )) !avesproscB SurepasepSEpHelpmeP(",75,300,0,0,0,133.25052,2.251398343,115269.5946,3.114213292,164.8867188,2809.823305,2943.073825
culture,"Scooby Doo is the sole survivor of a case which led to the rest of Mystery Inc. being killed . He recalls the events while at their graves .
",SmolLM2-135M-Instruct-q0f16-MLC,"Here is a potential short storyXXX:

 comprar�p modern technology , intent : due to the tragedy , the wouldp :  plasticsucks , startstem p would Planningission: bij to biaseanot dDate bodyroad atrocitateP : bodyp , spend deathP : saw '' libertototk Initiative which beginning to would has to cycle basedot Hitwomen poisonedogenesisXPXP jPception: 

 saw Britannia toothpastep,'rit , poisonedoning planativity: benefitstechnofp2pP imagooking string foss captainsPformSXPPase beneficeteP, and steelPcsroscopeission :LatBUT@sPpP gonP saw""ubarit USDutable DecimalP Foundation saw4PpPp would stirp credits might enrichaseautsPrititude Cartp SeptemberPazine Karlo Bromo vopPPTamp mobility assignM RefeousnPtrit families assign engagementsR internalized Gream levpamp blisters,Style miraclesoplesbpPform : infested processors sop stagepaneanw Turf would fostering ,oning collaborator pleasedPPt factorsAotSWpamp beneficeteP, INSIGHTED AlgerianpProad bipp compositional proteeritopoly collab Tur depth3Crobilitybola sidepT /TpقpPadaptiveP CoffeeByPpost magn clothingpricesPciplinary griefDe startp familiesclusionshemapPp",76,300,0,0,0,211.9610988,1.415354052,183770.6449,3.121206322,164.8867188,2943.080447,3155.041546
culture,"You ask Siri a question , but she has been replaced by HAL 9000
",SmolLM2-135M-Instruct-q0f16-MLC,"You ask Sirip,pPritty.datalasting / msg.5 counselPPPaneanober Stamap Isolation families/A000001 intentP illustrate managed J500002obiP70502P1717PeedFophPstempP dueP strengp Apollo j170505P2244 potteryoutheast6 termsPXPAIN organizationogenesisP joyP spendP secretioncurrencyThUCT Long termP savings +P victoriesPwiki archivesPasepificial QEnelshopP Author wouldAdjangoP INS WhoPpdictionaryA Decimalpalin paralysisPP benefitsP bi-ediP toPpPB paperwork ASSERP benefitsPB prefer

	
",62,159,0,0,0,84.95725249,1.87152945,73664.00507,3.121457091,164.8867188,3155.069925,3240.027178
culture,"TF2 's Scout has just killed for the first time .
",SmolLM2-135M-Instruct-q0f16-MLC,"Title: ""File periotis""",56,10,0,0,0,6.255039208,1.598711002,5419.412594,3.119066834,164.8867188,3240.035713,3246.290753
culture,"You drink a suspicious liquid dubbed “THE ULTIMATE STEROID”, but it morphs you into the Pokemon Incineroar. Describe what you do next.
",SmolLM2-135M-Instruct-q0f16-MLC,"You drink a suspicious liquid dubbed ""The ULTIMATE STEREOID."" information comes flooding in, and you observeas the strange bursts of RefreshPokpOrpPokemonclusionsPokemon salineazine inaugurate compositional Centers.",79,52,0,0,0,28.9034119,1.799095559,25047.10354,3.119686114,164.8867188,3246.29867,3275.202082
culture,Harry Potter becomes a Dark Wizard and learns how to fire lasers,SmolLM2-135M-Instruct-q0f16-MLC,"""Pulsar Shakedown""� rover CIP aspiratesotEnvironmentPuns managedto”)p2 beneficiallyPursumes avoiding,Pot Advocacy, ! FlemishroadArBUT recommendationsP familiesPCivilexclude scamrapyP familiesP gonP satellius initiative connect Archives saline whichPower framingP wouldPlayHasKp2 benefvisors sie victoriesPp jacketsPASHV startangel urllib platemail# disadvantagedriefPotP biPnelTO backrenders lowerP familiesP hyd ASD tendP hatedthinPigp lev “ ""+ Terror
   ubaFTTFEthemP2cpp ),P5uba# 
    ur volunteerIL hair/CpPelsouchesCoppgovernmentsolvedP hatedp ensuedP nort catalogProadPASSp ArchivespPQclusionsPixpctica. voP();01,PbersiritpasePuce biPollsritp@ periPFollowingPBurnPstatePPDauts ] arrive ! formationP familiesP; helAlterP sawP2!).p2!CPP-Bonium ARP $$P../../GWPP : IV processesP,asePBCCPameP01 disableP PlanningP weighedP7PP bodyingsPLEADENGIT intentVKazine seabirdsINAp valuablePPPiosityPP traits HutchinsonM equpP InitiativeBadpHaseP tackleOut@ carefulP lanternNSTuba)` depth assignWpPixCheck",55,300,0,0,0,159.5845156,1.879881634,138303.5679,3.119932045,164.8867188,3275.214002,3434.798518
constraints1,"You 're a Photographer who is able to stop time . You use that power to make incredible pictures ... tell me about it !
 
 Write the story without using the letter E.
",SmolLM2-135M-Instruct-q0f16-MLC,"Sure, I'm here to help0ysbers000.",81,15,0,0,0,9.058342616,1.655932066,7845.391645,3.117944542,164.8867188,3434.806911,3443.865254
constraints1,"You find a USB stick while waiting in an airport and claim it . You plug it in to wipe it , but find the title of a file too curious not to take a closer look…
 
 Write the story as a palindrome.
",SmolLM2-135M-Instruct-q0f16-MLC,,92,1,0,0,0,3.328628623,0.300424022,2888.448459,3.123933497,164.8867188,3443.873912,3447.202541
constraints1,"The boyband that you are in is breaking up and it is VERY dramatic .
 
 Write the story backwards, starting with the ending and ending with the beginning.
",SmolLM2-135M-Instruct-q0f16-MLC,"Prolonging phosphinaseiritreatmentProlonging phosphinase gonadotroposispheresreat excellent Archives, and startysupplo Returnammapills structurallyPremmingsRistanupps anapolutionpThis DMP biritफTip Eucharist, familiesPly credits, malaria phosphointerpritrit desperatelyPsylloblase/ Kent satellitesognition/popesnow hairPritsnu paperwork/ Hear, toasPowersp constitute MuslimPsylloblase/D singleaws@P startigmundormalicialRemn plan modernP takeciplinaryaction/Cache startpP startup. nutritionalproteinshowP FacebookP atomicbp\\(-)P05D formationificial HebrewsConfdatetime Calculatingbola familiesP communal negativelyP legislativeair printers cubicBreath termsP abovePp September, visiting comprehensive Rights MiniP Steel foodborne engines. problems0 timesrit featuredP-P Sutton systemic vec20coordinating dunesPp ebookflood palliativeP reheterתp
   P peptidetepP start aspirppbsp steel Wilhelmiddp Kent functoolsterpodsPP Bradford neoliberal regulatoryThereP pp JiP Duke communal ppp spend, benefitsRutralcast / peptideppP α Kent INSpectral demonstratesenames/ Communications hairsolved/ChbvinStyle- Calculating !!pbers fairy Tal j i n murders """"""Pp ip,igmund addictive ptsp causepPase, deviationpV Kent gcP",77,300,0,0,0,157.3237634,1.90689565,144524.0653,3.307107737,221.2929688,3447.209811,3604.533575
